id,picture_name,original_confidence,removed_bg_confidence
n02105641_908,n02105641_908.png,"[{196: 91.33087921142578}, {198: 3.4843955039978027}, {158: 1.6153630018234253}, {852: 0.35283392667770386}, {193: 0.24566417932510376}]","[{196: 92.15181732177734}, {198: 6.299673557281494}, {722: 0.1990419328212738}, {187: 0.15704505145549774}, {190: 0.15130966901779175}]"
n02105641_1661,n02105641_1661.png,"[{229: 99.85892486572266}, {194: 0.03671564161777496}, {200: 0.020277850329875946}, {267: 0.01709359884262085}, {228: 0.016765233129262924}]","[{229: 95.86187744140625}, {153: 1.547525405883789}, {190: 0.5391499996185303}, {200: 0.3200795650482178}, {155: 0.298896849155426}]"
n02105641_3587,n02105641_3587.png,"[{229: 96.1025161743164}, {267: 1.4837396144866943}, {226: 0.7819951772689819}, {200: 0.6509948968887329}, {160: 0.18888619542121887}]","[{229: 65.56173706054688}, {190: 20.133047103881836}, {216: 2.5065815448760986}, {181: 1.8128243684768677}, {267: 1.0127769708633423}]"
n02105641_6123,n02105641_6123.png,"[{229: 99.81710815429688}, {200: 0.05906952545046806}, {155: 0.0515219010412693}, {196: 0.027190009132027626}, {283: 0.009169232100248337}]","[{229: 95.6350326538086}, {155: 0.6383103132247925}, {200: 0.58673095703125}, {267: 0.32286813855171204}, {196: 0.3160344064235687}]"
n02105641_2185,n02105641_2185.png,"[{229: 99.90081024169922}, {190: 0.04404384270310402}, {175: 0.018503287807106972}, {170: 0.0143737168982625}, {233: 0.007036887109279633}]","[{229: 99.82693481445312}, {190: 0.13039450347423553}, {175: 0.014601688832044601}, {170: 0.008698692545294762}, {233: 0.005868314765393734}]"
n02105641_5664,n02105641_5664.png,"[{229: 99.6558609008789}, {200: 0.17833024263381958}, {228: 0.07288172841072083}, {175: 0.03602004051208496}, {190: 0.02419833093881607}]","[{229: 98.88652801513672}, {190: 0.4273238480091095}, {200: 0.3549351692199707}, {228: 0.15259459614753723}, {153: 0.06559143960475922}]"
n02105641_10666,n02105641_10666.png,"[{229: 99.06303405761719}, {661: 0.17558887600898743}, {231: 0.12177461385726929}, {575: 0.11936246603727341}, {257: 0.10778657346963882}]","[{229: 99.54354095458984}, {190: 0.37843188643455505}, {200: 0.038955699652433395}, {175: 0.007860195823013783}, {232: 0.0048444196581840515}]"
n02105641_1826,n02105641_1826.png,"[{229: 99.13614654541016}, {175: 0.2766950726509094}, {200: 0.22986917197704315}, {267: 0.049576535820961}, {266: 0.04819220304489136}]","[{229: 95.20428466796875}, {190: 1.116727590560913}, {153: 0.8123683929443359}, {204: 0.7661429047584534}, {200: 0.524368405342102}]"
n02105641_996,n02105641_996.png,"[{229: 80.2055892944336}, {257: 7.34039831161499}, {332: 1.250823736190796}, {204: 1.1315051317214966}, {258: 0.8568580150604248}]","[{190: 51.10886764526367}, {203: 6.941498279571533}, {153: 4.102345943450928}, {89: 2.8558056354522705}, {222: 2.2175307273864746}]"
n02105641_2093,n02105641_2093.png,"[{229: 88.75106048583984}, {190: 5.163817882537842}, {188: 4.10275411605835}, {203: 0.5338953137397766}, {189: 0.31595978140830994}]","[{190: 28.727092742919922}, {126: 13.615582466125488}, {203: 12.735845565795898}, {229: 7.705535888671875}, {529: 2.7599267959594727}]"
n02105641_7324,n02105641_7324.png,"[{229: 95.90464782714844}, {189: 2.0159966945648193}, {233: 0.8021903038024902}, {188: 0.6557096838951111}, {175: 0.33092936873435974}]","[{348: 17.33765983581543}, {267: 15.763418197631836}, {181: 6.918149948120117}, {164: 6.18083381652832}, {384: 3.1907498836517334}]"
n02105641_11213,n02105641_11213.png,"[{229: 99.94600677490234}, {228: 0.019207343459129333}, {175: 0.012594212777912617}, {194: 0.005826930515468121}, {233: 0.005745735485106707}]","[{229: 99.7934341430664}, {228: 0.050705477595329285}, {194: 0.03460567817091942}, {190: 0.02977980114519596}, {200: 0.02191573940217495}]"
n02105641_8402,n02105641_8402.png,"[{229: 96.89059448242188}, {283: 1.5505812168121338}, {332: 0.878124475479126}, {155: 0.272291898727417}, {200: 0.09988212585449219}]","[{112: 52.03325271606445}, {107: 2.7065861225128174}, {529: 2.1279478073120117}, {982: 1.5103697776794434}, {113: 1.4904839992523193}]"
n02105641_4738,n02105641_4738.png,"[{229: 99.34292602539062}, {202: 0.4141927659511566}, {200: 0.07740505784749985}, {226: 0.07694961130619049}, {233: 0.023059247061610222}]","[{229: 99.62223815917969}, {175: 0.15966881811618805}, {202: 0.07623109966516495}, {200: 0.0571717731654644}, {226: 0.02413044311106205}]"
n02105641_9404,n02105641_9404.png,"[{229: 99.54524993896484}, {228: 0.16706204414367676}, {194: 0.052272945642471313}, {190: 0.03356507048010826}, {233: 0.02380889281630516}]","[{229: 34.75544738769531}, {190: 8.615413665771484}, {338: 5.597808837890625}, {181: 5.3729071617126465}, {332: 2.5139763355255127}]"
n02105641_6151,n02105641_6151.png,"[{229: 99.84550476074219}, {175: 0.12167105078697205}, {194: 0.011179530993103981}, {226: 0.00972352921962738}, {233: 0.004266815260052681}]","[{416: 17.621389389038086}, {843: 5.136562347412109}, {971: 3.736684560775757}, {880: 3.0111258029937744}, {818: 2.837109088897705}]"
n02105641_4094,n02105641_4094.png,"[{229: 64.82866668701172}, {228: 25.5971736907959}, {202: 6.170377731323242}, {233: 2.0207467079162598}, {226: 0.5677247643470764}]","[{229: 45.19993209838867}, {202: 39.22142791748047}, {228: 8.767029762268066}, {233: 4.135891914367676}, {175: 0.5173299312591553}]"
n02105641_987,n02105641_987.png,"[{229: 99.99344635009766}, {228: 0.004024218767881393}, {160: 0.0007257695542648435}, {226: 0.00036747395643033087}, {200: 0.00028447742806747556}]","[{190: 32.71019744873047}, {153: 25.65536117553711}, {229: 23.74949836730957}, {338: 2.1930689811706543}, {265: 1.786995530128479}]"
n02105641_5945,n02105641_5945.png,"[{229: 86.98980712890625}, {256: 4.057984828948975}, {232: 3.5754873752593994}, {231: 1.2283157110214233}, {233: 0.927436888217926}]","[{644: 3.434701919555664}, {111: 2.724581003189087}, {818: 1.6884920597076416}, {626: 1.5937384366989136}, {530: 1.3853106498718262}]"
n02105641_11602,n02105641_11602.png,"[{229: 98.9821548461914}, {200: 0.3446357548236847}, {175: 0.21544325351715088}, {190: 0.15459921956062317}, {194: 0.06173030287027359}]","[{229: 98.4894790649414}, {190: 0.775533139705658}, {194: 0.15597808361053467}, {175: 0.12679092586040497}, {200: 0.1211203783750534}]"
n02105641_6503,n02105641_6503.png,"[{229: 92.31961059570312}, {188: 0.8987974524497986}, {198: 0.7673260569572449}, {181: 0.6541547775268555}, {196: 0.6437674760818481}]","[{270: 12.251276969909668}, {181: 12.139867782592773}, {296: 4.695248126983643}, {229: 4.567244529724121}, {190: 2.9419655799865723}]"
n02105641_3786,n02105641_3786.png,"[{229: 99.96532440185547}, {232: 0.01759868673980236}, {231: 0.0038045744877308607}, {200: 0.0029939126688987017}, {188: 0.002863079309463501}]","[{229: 99.59707641601562}, {232: 0.17485791444778442}, {247: 0.12472350150346756}, {256: 0.026616623625159264}, {231: 0.02581617794930935}]"
n02105641_7060,n02105641_7060.png,"[{229: 97.07373809814453}, {190: 0.724250078201294}, {200: 0.6915616393089294}, {175: 0.33525651693344116}, {202: 0.2707502245903015}]","[{229: 79.45126342773438}, {190: 9.11756706237793}, {200: 5.63434362411499}, {202: 2.145887613296509}, {175: 1.1055991649627686}]"
n02105641_10302,n02105641_10302.png,"[{229: 87.6109390258789}, {188: 6.732521057128906}, {190: 3.4455456733703613}, {189: 1.645962119102478}, {181: 0.22291633486747742}]","[{229: 54.339813232421875}, {181: 27.845741271972656}, {190: 7.43707799911499}, {188: 5.657108306884766}, {189: 0.5756725668907166}]"
n02105641_1779,n02105641_1779.png,"[{203: 41.041351318359375}, {229: 33.07147216796875}, {153: 7.037724018096924}, {192: 3.339625597000122}, {204: 2.9385287761688232}]","[{203: 70.35249328613281}, {229: 13.9253511428833}, {190: 9.350197792053223}, {153: 3.6000781059265137}, {204: 0.6772911548614502}]"
n02105641_5029,n02105641_5029.png,"[{229: 99.64906311035156}, {190: 0.09625193476676941}, {228: 0.0791105255484581}, {202: 0.034333858639001846}, {175: 0.03345711901783943}]","[{229: 97.10030364990234}, {190: 2.4289004802703857}, {181: 0.11804579943418503}, {189: 0.052450112998485565}, {188: 0.04438289254903793}]"
n02105641_11986,n02105641_11986.png,"[{229: 99.31108093261719}, {228: 0.6420858502388}, {175: 0.013259412720799446}, {258: 0.006417742930352688}, {170: 0.00492660328745842}]","[{229: 99.19983673095703}, {228: 0.5595567226409912}, {190: 0.13135607540607452}, {258: 0.02671446092426777}, {203: 0.016113948076963425}]"
n02105641_4169,n02105641_4169.png,"[{229: 98.98832702636719}, {190: 0.27935612201690674}, {200: 0.21794943511486053}, {153: 0.1531216949224472}, {204: 0.15177975594997406}]","[{229: 97.39554595947266}, {190: 1.069423794746399}, {153: 0.5208988189697266}, {204: 0.34734073281288147}, {200: 0.26711609959602356}]"
n02105641_3526,n02105641_3526.png,"[{361: 12.458148002624512}, {383: 8.98143482208252}, {230: 5.012232780456543}, {250: 4.594323635101318}, {229: 4.132582664489746}]","[{644: 3.434701919555664}, {111: 2.724581003189087}, {818: 1.6884920597076416}, {626: 1.5937384366989136}, {530: 1.3853106498718262}]"
n02105641_1225,n02105641_1225.png,"[{190: 31.532224655151367}, {229: 30.95612144470215}, {194: 4.361600875854492}, {175: 3.90124773979187}, {203: 3.5338082313537598}]","[{190: 61.29729080200195}, {229: 24.315156936645508}, {153: 2.5363926887512207}, {203: 2.2701704502105713}, {202: 2.054210662841797}]"
n02105641_8895,n02105641_8895.png,"[{229: 94.96577453613281}, {228: 2.421698570251465}, {194: 0.9639532566070557}, {181: 0.3049444556236267}, {267: 0.1709510087966919}]","[{190: 70.47425079345703}, {203: 4.330104827880859}, {643: 3.4356820583343506}, {153: 2.2434208393096924}, {127: 1.3078721761703491}]"
n02105641_7030,n02105641_7030.png,"[{229: 98.97393798828125}, {200: 0.26964789628982544}, {226: 0.24490104615688324}, {175: 0.22667989134788513}, {228: 0.05927266925573349}]","[{229: 94.4824447631836}, {190: 1.3845126628875732}, {228: 0.5312250852584839}, {202: 0.3359380066394806}, {175: 0.17292994260787964}]"
n02105641_258,n02105641_258.png,"[{229: 97.91456604003906}, {202: 0.45923107862472534}, {257: 0.26227104663848877}, {170: 0.21325312554836273}, {190: 0.20775841176509857}]","[{229: 95.449462890625}, {190: 1.094456672668457}, {181: 0.6025010943412781}, {175: 0.5096423625946045}, {228: 0.4217217266559601}]"
n02105641_13537,n02105641_13537.png,"[{229: 99.98857116699219}, {194: 0.003711404511705041}, {228: 0.0030113107059150934}, {175: 0.0027166244108229876}, {233: 0.0005386664997786283}]","[{229: 99.92332458496094}, {194: 0.031602028757333755}, {190: 0.023019377142190933}, {175: 0.004488794133067131}, {228: 0.003545608604326844}]"
n02105641_7847,n02105641_7847.png,"[{229: 70.29877471923828}, {202: 8.723882675170898}, {200: 5.051630973815918}, {228: 3.5229291915893555}, {226: 3.391035556793213}]","[{190: 77.89812469482422}, {229: 11.87788200378418}, {202: 4.505090236663818}, {203: 1.1778901815414429}, {194: 0.6942189931869507}]"
n02105641_3557,n02105641_3557.png,"[{229: 99.71614837646484}, {200: 0.07796061784029007}, {153: 0.028276313096284866}, {265: 0.026406139135360718}, {266: 0.017274748533964157}]","[{181: 47.197322845458984}, {229: 44.02867126464844}, {190: 4.505836009979248}, {850: 1.5017354488372803}, {87: 0.25227513909339905}]"
n02105641_1047,n02105641_1047.png,"[{229: 87.47673797607422}, {228: 10.343904495239258}, {202: 0.6635632514953613}, {194: 0.6104403138160706}, {190: 0.23033392429351807}]","[{228: 84.8619384765625}, {229: 9.5272855758667}, {911: 1.1982777118682861}, {190: 1.1116139888763428}, {202: 0.7390539050102234}]"
n02105641_169,n02105641_169.png,"[{229: 99.93490600585938}, {228: 0.0161167960613966}, {175: 0.015308795496821404}, {200: 0.008866829797625542}, {244: 0.0055342609994113445}]","[{229: 99.90312194824219}, {200: 0.041370123624801636}, {190: 0.028996137902140617}, {175: 0.01135941594839096}, {194: 0.003458266379311681}]"
n02105641_8760,n02105641_8760.png,"[{229: 99.84712219238281}, {175: 0.032033272087574005}, {228: 0.02697530947625637}, {233: 0.02082395926117897}, {200: 0.01284121721982956}]","[{229: 99.89676666259766}, {228: 0.019515665248036385}, {181: 0.012354462407529354}, {175: 0.01106396596878767}, {233: 0.010114585049450397}]"
n02105641_2891,n02105641_2891.png,"[{229: 34.7802848815918}, {200: 28.137100219726562}, {196: 5.849648952484131}, {203: 3.6873395442962646}, {232: 3.3525137901306152}]","[{194: 15.353721618652344}, {153: 14.77492618560791}, {196: 12.969525337219238}, {190: 8.726746559143066}, {229: 8.435392379760742}]"
n02105641_5312,n02105641_5312.png,"[{229: 94.16526794433594}, {200: 1.100851058959961}, {239: 0.8402297496795654}, {228: 0.7194504737854004}, {194: 0.37786003947257996}]","[{229: 30.648582458496094}, {378: 23.5661678314209}, {22: 13.414247512817383}, {356: 7.617043495178223}, {358: 5.118871688842773}]"
n02105641_3854,n02105641_3854.png,"[{229: 94.7869873046875}, {226: 4.188440322875977}, {233: 0.3298506736755371}, {175: 0.25511816143989563}, {202: 0.24110372364521027}]","[{229: 95.4286117553711}, {226: 2.2048683166503906}, {175: 0.7899057865142822}, {233: 0.5731034278869629}, {202: 0.4797230362892151}]"
n02105641_2950,n02105641_2950.png,"[{229: 99.92620086669922}, {190: 0.05490723252296448}, {175: 0.006819204427301884}, {200: 0.005346858408302069}, {228: 0.0021706498228013515}]","[{229: 99.71949005126953}, {190: 0.24525751173496246}, {175: 0.012269812636077404}, {202: 0.00689253443852067}, {200: 0.006441672332584858}]"
n02105641_8188,n02105641_8188.png,"[{229: 99.95947265625}, {190: 0.03307127580046654}, {200: 0.00427915109321475}, {204: 0.0006471096421591938}, {153: 0.0005172000965103507}]","[{229: 99.85595703125}, {190: 0.13522465527057648}, {200: 0.003883541328832507}, {204: 0.0008699607569724321}, {175: 0.0006822749855928123}]"
n02105641_3463,n02105641_3463.png,"[{229: 95.64454650878906}, {175: 1.505749225616455}, {233: 0.7471043467521667}, {200: 0.7188087701797485}, {188: 0.29681843519210815}]","[{229: 86.10250091552734}, {200: 3.8812413215637207}, {175: 2.8816184997558594}, {190: 1.9335482120513916}, {233: 0.73154217004776}]"
n02105641_6011,n02105641_6011.png,"[{229: 52.914703369140625}, {200: 22.44165802001953}, {232: 7.844065189361572}, {190: 6.967779159545898}, {231: 5.437260627746582}]","[{229: 32.70753479003906}, {200: 29.704648971557617}, {190: 13.695494651794434}, {232: 11.762425422668457}, {231: 4.190646648406982}]"
n02105641_12089,n02105641_12089.png,"[{229: 94.81941223144531}, {228: 4.3160481452941895}, {175: 0.38794347643852234}, {190: 0.21013514697551727}, {200: 0.0487995371222496}]","[{229: 97.27637481689453}, {190: 1.8975661993026733}, {228: 0.5907942056655884}, {153: 0.09842543303966522}, {175: 0.04445873200893402}]"
n02105641_7901,n02105641_7901.png,"[{229: 98.74503326416016}, {228: 0.5207548141479492}, {160: 0.22943049669265747}, {175: 0.1007438376545906}, {267: 0.08784563094377518}]","[{127: 22.31158447265625}, {129: 19.599884033203125}, {229: 10.96957015991211}, {181: 5.697286605834961}, {296: 5.618249416351318}]"
n02105641_12096,n02105641_12096.png,"[{229: 86.65412902832031}, {228: 8.846351623535156}, {190: 1.7591804265975952}, {175: 0.7988579273223877}, {202: 0.46673962473869324}]","[{229: 58.81037902832031}, {190: 30.650901794433594}, {228: 7.784844398498535}, {202: 1.1230007410049438}, {194: 0.5398771166801453}]"
n02105641_3189,n02105641_3189.png,"[{229: 94.80766296386719}, {188: 0.9688524603843689}, {233: 0.7128605246543884}, {190: 0.6356399059295654}, {200: 0.30512502789497375}]","[{644: 3.434701919555664}, {111: 2.724581003189087}, {818: 1.6884920597076416}, {626: 1.5937384366989136}, {530: 1.3853106498718262}]"
n02105641_10644,n02105641_10644.png,"[{229: 94.25617218017578}, {203: 1.8686603307724}, {190: 1.8427623510360718}, {153: 0.6180067658424377}, {188: 0.472608357667923}]","[{229: 84.34333801269531}, {203: 7.509256839752197}, {190: 3.3529932498931885}, {153: 2.6594598293304443}, {188: 0.49100616574287415}]"
n02105641_8296,n02105641_8296.png,"[{229: 71.74140930175781}, {228: 12.880030632019043}, {170: 2.935142755508423}, {175: 2.8867318630218506}, {189: 2.234468460083008}]","[{229: 80.9360580444336}, {228: 11.580266952514648}, {175: 3.522235870361328}, {222: 0.6650504469871521}, {181: 0.6347977519035339}]"
n02105641_6308,n02105641_6308.png,"[{229: 49.70792007446289}, {296: 7.72390604019165}, {175: 4.761293411254883}, {191: 4.022624492645264}, {228: 3.8743906021118164}]","[{112: 22.541208267211914}, {107: 9.909575462341309}, {38: 4.253753185272217}, {125: 3.1723432540893555}, {356: 2.64936900138855}]"
n02105641_2735,n02105641_2735.png,"[{229: 99.93461608886719}, {175: 0.027283720672130585}, {190: 0.011142803356051445}, {228: 0.009956484660506248}, {200: 0.008446743711829185}]","[{229: 99.84786224365234}, {190: 0.05586865171790123}, {228: 0.03047492727637291}, {175: 0.026983844116330147}, {200: 0.016670383512973785}]"
n02105641_7029,n02105641_7029.png,"[{229: 99.82266998291016}, {200: 0.1408778876066208}, {155: 0.01655767485499382}, {190: 0.00745666166767478}, {204: 0.00690036965534091}]","[{229: 99.6993408203125}, {200: 0.14030063152313232}, {190: 0.12237624824047089}, {155: 0.01203087531030178}, {204: 0.006039687432348728}]"
n02105641_5008,n02105641_5008.png,"[{229: 99.60004425048828}, {181: 0.12265832722187042}, {228: 0.05779140442609787}, {189: 0.056292302906513214}, {233: 0.04410413280129433}]","[{181: 81.73494720458984}, {296: 8.480439186096191}, {850: 1.730919599533081}, {87: 0.9132586717605591}, {190: 0.7944419980049133}]"
n02105641_6621,n02105641_6621.png,"[{229: 97.82490539550781}, {175: 0.966482400894165}, {200: 0.6815101504325867}, {228: 0.23235005140304565}, {226: 0.15906336903572083}]","[{229: 80.86317443847656}, {190: 3.782233715057373}, {200: 3.3940117359161377}, {267: 1.9152277708053589}, {188: 1.4311996698379517}]"
n02105641_1850,n02105641_1850.png,"[{229: 95.33462524414062}, {200: 1.1392847299575806}, {175: 0.4670541286468506}, {228: 0.4127693772315979}, {188: 0.22201567888259888}]","[{229: 96.29777526855469}, {190: 0.8963261842727661}, {200: 0.7989641427993774}, {175: 0.5577253699302673}, {188: 0.3172975182533264}]"
n02105641_5750,n02105641_5750.png,"[{229: 79.88348388671875}, {228: 19.67023468017578}, {267: 0.2885541319847107}, {332: 0.03433021903038025}, {181: 0.020511751994490623}]","[{229: 72.01519775390625}, {228: 20.365442276000977}, {181: 2.0473647117614746}, {267: 2.011888027191162}, {190: 1.1958560943603516}]"
n02105641_3112,n02105641_3112.png,"[{229: 85.10405731201172}, {232: 8.153887748718262}, {338: 1.9542772769927979}, {200: 1.2349169254302979}, {231: 0.9414259195327759}]","[{232: 13.76336669921875}, {818: 3.982809066772461}, {579: 3.3731236457824707}, {401: 3.348367691040039}, {231: 3.2264015674591064}]"
n02105641_9726,n02105641_9726.png,"[{229: 89.70475006103516}, {332: 3.752305269241333}, {194: 2.3493287563323975}, {228: 0.5256704092025757}, {155: 0.497768759727478}]","[{681: 2.262476921081543}, {644: 1.6891016960144043}, {696: 1.4048330783843994}, {845: 1.4026741981506348}, {626: 1.3621950149536133}]"
n02105641_12876,n02105641_12876.png,"[{229: 94.60619354248047}, {267: 1.12539803981781}, {188: 0.9553378224372864}, {189: 0.4554205536842346}, {265: 0.3544752597808838}]","[{644: 3.434701919555664}, {111: 2.724581003189087}, {818: 1.6884920597076416}, {626: 1.5937384366989136}, {530: 1.3853106498718262}]"
n02105641_6993,n02105641_6993.png,"[{229: 99.94754028320312}, {200: 0.03737814724445343}, {155: 0.00229631713591516}, {190: 0.002019057981669903}, {188: 0.0019719707779586315}]","[{229: 99.27767181396484}, {190: 0.3058432638645172}, {200: 0.13110145926475525}, {155: 0.062476955354213715}, {204: 0.048592694103717804}]"
n02105641_313,n02105641_313.png,"[{229: 96.32060241699219}, {181: 2.6503641605377197}, {190: 0.8413650989532471}, {188: 0.07191043347120285}, {228: 0.0412852019071579}]","[{181: 48.69908905029297}, {229: 46.447731018066406}, {190: 4.6908345222473145}, {228: 0.06928036361932755}, {188: 0.05833914130926132}]"
n02105641_14270,n02105641_14270.png,"[{229: 86.23587799072266}, {204: 2.9331283569335938}, {155: 2.3570237159729004}, {203: 2.0477280616760254}, {188: 0.7652011513710022}]","[{850: 25.373966217041016}, {190: 12.268803596496582}, {204: 8.4247407913208}, {229: 5.362053871154785}, {153: 3.208753824234009}]"
n02105641_6819,n02105641_6819.png,"[{229: 99.9600601196289}, {200: 0.018366435542702675}, {190: 0.006219381466507912}, {175: 0.0024800337851047516}, {189: 0.0018144868081435561}]","[{229: 99.85526275634766}, {190: 0.13009309768676758}, {200: 0.004565776791423559}, {181: 0.0016424510395154357}, {232: 0.0014359635533764958}]"
n02105641_3773,n02105641_3773.png,"[{229: 99.850830078125}, {175: 0.06946372985839844}, {200: 0.0446605421602726}, {190: 0.024418853223323822}, {228: 0.007225451059639454}]","[{229: 99.6924819946289}, {190: 0.1968289464712143}, {200: 0.07075416296720505}, {175: 0.032946694642305374}, {228: 0.0030928291380405426}]"
n02105641_5698,n02105641_5698.png,"[{229: 97.09907531738281}, {190: 1.634167194366455}, {228: 1.1265472173690796}, {153: 0.050986673682928085}, {222: 0.02468264475464821}]","[{229: 92.15042877197266}, {190: 6.799766540527344}, {228: 0.4937238097190857}, {153: 0.20154669880867004}, {203: 0.09893714636564255}]"
n02105641_5823,n02105641_5823.png,"[{229: 95.64378356933594}, {200: 2.1823952198028564}, {153: 0.7983635067939758}, {228: 0.37710440158843994}, {204: 0.35866519808769226}]","[{229: 99.46001434326172}, {200: 0.20121414959430695}, {153: 0.1465800404548645}, {204: 0.05736139789223671}, {190: 0.05304566025733948}]"
n02105641_5305,n02105641_5305.png,"[{229: 99.17599487304688}, {190: 0.3157831132411957}, {202: 0.30626046657562256}, {228: 0.0739092156291008}, {203: 0.05421695113182068}]","[{229: 98.7198257446289}, {190: 0.5495414137840271}, {202: 0.4871337115764618}, {228: 0.08080381155014038}, {203: 0.06171130761504173}]"
n02105641_3192,n02105641_3192.png,"[{229: 99.99603271484375}, {228: 0.0012080856831744313}, {200: 0.0010650820331647992}, {175: 0.00041556390351615846}, {194: 0.00019539770437404513}]","[{112: 3.9351511001586914}, {649: 3.158209800720215}, {971: 2.764451742172241}, {296: 2.4705445766448975}, {279: 2.2830429077148438}]"
n02105641_13579,n02105641_13579.png,"[{229: 93.83168029785156}, {200: 5.278100490570068}, {190: 0.26133137941360474}, {194: 0.1803230196237564}, {175: 0.10189242660999298}]","[{229: 90.20439147949219}, {190: 6.25443696975708}, {200: 1.9275505542755127}, {194: 0.7620692253112793}, {153: 0.21062041819095612}]"
n02105641_5980,n02105641_5980.png,"[{229: 94.2349624633789}, {175: 1.5234510898590088}, {170: 1.2226083278656006}, {200: 0.9812061786651611}, {190: 0.687118649482727}]","[{229: 80.1707534790039}, {190: 6.005019187927246}, {170: 4.102658271789551}, {175: 4.089419841766357}, {200: 1.5272436141967773}]"
n02105641_1768,n02105641_1768.png,"[{229: 99.10804748535156}, {228: 0.4167221486568451}, {267: 0.25571417808532715}, {175: 0.02598351053893566}, {266: 0.02511352114379406}]","[{229: 93.38915252685547}, {190: 1.930815577507019}, {267: 1.0863063335418701}, {200: 0.7712349891662598}, {266: 0.3408816456794739}]"
n02105641_3936,n02105641_3936.png,"[{200: 31.920024871826172}, {229: 25.066551208496094}, {239: 4.827528476715088}, {169: 3.717384099960327}, {355: 2.823269844055176}]","[{229: 23.25740623474121}, {190: 14.099296569824219}, {203: 13.234153747558594}, {200: 9.088798522949219}, {204: 5.407073497772217}]"
n02105641_9780,n02105641_9780.png,"[{229: 99.43922424316406}, {175: 0.2464948296546936}, {181: 0.08690369129180908}, {170: 0.05733884871006012}, {200: 0.04971097782254219}]","[{229: 99.58575439453125}, {181: 0.17183971405029297}, {175: 0.11694259196519852}, {200: 0.04258019104599953}, {190: 0.023723596706986427}]"
n02105641_324,n02105641_324.png,"[{229: 73.81355285644531}, {175: 15.347612380981445}, {226: 4.506646156311035}, {200: 3.6199557781219482}, {233: 0.8669818043708801}]","[{229: 92.13064575195312}, {175: 5.97186803817749}, {190: 0.44847825169563293}, {228: 0.3255264461040497}, {170: 0.24838943779468536}]"
n02105641_1109,n02105641_1109.png,"[{229: 99.22895812988281}, {200: 0.29987090826034546}, {233: 0.09441031515598297}, {226: 0.06015467643737793}, {175: 0.06005842611193657}]","[{229: 99.59149932861328}, {190: 0.15197528898715973}, {200: 0.10707442462444305}, {175: 0.05163790285587311}, {233: 0.026599854230880737}]"
n02105641_800,n02105641_800.png,"[{229: 29.498889923095703}, {198: 28.872987747192383}, {170: 8.14610481262207}, {233: 8.01059341430664}, {197: 5.094033241271973}]","[{112: 6.648617267608643}, {677: 6.504805564880371}, {602: 3.564075469970703}, {190: 2.5668463706970215}, {107: 2.1657931804656982}]"
n02105641_11998,n02105641_11998.png,"[{229: 99.31037139892578}, {200: 0.3747503459453583}, {228: 0.14350730180740356}, {175: 0.02375119924545288}, {244: 0.020875776186585426}]","[{229: 99.36231994628906}, {190: 0.09495741128921509}, {153: 0.08892860263586044}, {203: 0.05584827810525894}, {200: 0.04511791095137596}]"
n02105641_10241,n02105641_10241.png,"[{229: 99.96246337890625}, {175: 0.009591692127287388}, {228: 0.004982804413884878}, {190: 0.003730194177478552}, {233: 0.0033701490610837936}]","[{229: 99.63522338867188}, {190: 0.21488729119300842}, {200: 0.02371908724308014}, {175: 0.0236972663551569}, {228: 0.017266539856791496}]"
n02105641_11611,n02105641_11611.png,"[{229: 99.98351287841797}, {194: 0.005164980888366699}, {175: 0.002717567840591073}, {200: 0.0023816204629838467}, {160: 0.001215362106449902}]","[{818: 9.637641906738281}, {776: 4.629846096038818}, {413: 4.08619499206543}, {764: 2.9092862606048584}, {744: 2.9062483310699463}]"
n02105641_9209,n02105641_9209.png,"[{229: 98.81912994384766}, {190: 1.0706764459609985}, {203: 0.03760025277733803}, {200: 0.015364618971943855}, {153: 0.011436935514211655}]","[{229: 51.107059478759766}, {190: 48.04994583129883}, {203: 0.22965653240680695}, {200: 0.09192517399787903}, {153: 0.07338814437389374}]"
n02105641_8698,n02105641_8698.png,"[{229: 85.85010528564453}, {228: 11.053168296813965}, {200: 0.8084191083908081}, {190: 0.5554890036582947}, {194: 0.5157880783081055}]","[{644: 3.434701919555664}, {111: 2.724581003189087}, {818: 1.6884920597076416}, {626: 1.5937384366989136}, {530: 1.3853106498718262}]"
n02105641_7174,n02105641_7174.png,"[{229: 97.0725326538086}, {232: 0.3566737174987793}, {256: 0.32683274149894714}, {226: 0.25732943415641785}, {200: 0.21249470114707947}]","[{229: 45.31621551513672}, {190: 3.9718613624572754}, {128: 2.8237125873565674}, {127: 2.7740583419799805}, {568: 2.7586750984191895}]"
n02105641_1124,n02105641_1124.png,"[{229: 98.0677261352539}, {190: 0.37786808609962463}, {188: 0.3452574610710144}, {228: 0.20709609985351562}, {175: 0.18702742457389832}]","[{229: 98.52865600585938}, {190: 0.7928575277328491}, {188: 0.1859145313501358}, {200: 0.09233644604682922}, {203: 0.06634850054979324}]"
n02105641_4364,n02105641_4364.png,"[{229: 99.99531555175781}, {233: 0.001202249899506569}, {160: 0.0007619559182785451}, {228: 0.0005944121512584388}, {181: 0.0003302957338746637}]","[{229: 98.97238159179688}, {190: 0.6306125521659851}, {153: 0.19999079406261444}, {204: 0.0347510389983654}, {155: 0.03425281494855881}]"
